Page,Line,Author,Date & Time,Comment,Reference Text
12,18,Brittany Ciullo,8/17/2023 22:10,IOS-LS,"Also, just to add that you know, in our field we tend to have fairly small N studies just because of accessibility of research participants. And so you know the more that we share things openly, particularly data in that sense, it's easier to combine results from different studies to to sort of answer, maybe different questions than we could answer individually in our little, you know, silos."
12,24,Brittany Ciullo,8/17/2023 22:10,CI-FC,"I think it might be a good way to meet collaborators and maybe expand what you're looking at, and who you're working with."
12,29,Brittany Ciullo,8/17/2023 22:12,CI-MR,"I guess it should have helped me in taking up projects that you know I I didn't have enough technical skills on. If I had the protocol ready stimulus ready from somebody else... in general, it would have helped me in taking up more projects that conceptually make sense to me, but not really have matlab skills or python skills to run the protocols."
12,33,Brittany Ciullo,8/17/2023 22:17,CI-MR,I think it could help cut down on redundancy of lots of research groups doing the same sort of work in terms of getting stimuli processed and recorded and edited and cut out all that sort of extra work and allow us to focus more on doing the actual research
12,37,Brittany Ciullo,8/17/2023 22:21,CI-SR,"in terms of me, potentially doing more open science practices, I think it could potentially help people to have more faith in the type of research that I'm doing and view me as a stronger researcher if I'm consistently doing more of these open science practices, potentially. If it becomes something that people value more and becomes more common."
12,41,Brittany Ciullo,8/17/2023 22:27,CI-MC,"I know some institutions really look at the H index and things like that like how often you're being cited, and so, if more work is open access, then more people can cite your work"
12,43,Brittany Ciullo,8/17/2023 22:28,CI-LA,"And then that kind of boosts those scores for those institutions that are really looking for you to have a really broad reach, rather, whether it's nationally or internationally"
12,43,Brittany Ciullo,8/17/2023 22:27,CI-PT,"Also for some it might help with the tenure process. I know some institutions really look at the H index and things like that like how often you're being cited, and so, if more work is open access, then more people can cite your work. And then that kind of boosts those scores for those institutions that are really looking for you to have a really broad reach, rather, whether it's nationally or internationally, to show that your your work is having an impact in your field."
12,46,Brittany Ciullo,8/17/2023 22:33,CI-LA,"I think the research that I have done, and I'm going to be doing is really cool, and I want other people to read it"
13,4,Brittany Ciullo,8/17/2023 22:33,CI-LA,so getting my name out there and letting people see what I've done. And then just becoming like a name in the field. That's one of my career aspirations.
13,14,Brittany Ciullo,8/17/2023 22:37,WTL-OS,"I would just be...like, I'm just curious about what open science looks like within other fields. And how our field compares. Because typically, since we're newer, we're a little bit behind. And so I'm curious to see like what other fields of research and what other professions have embraced open science and what that looks like for them."
13,19,Danika Pfeiffer,9/22/2023 21:36,"F-OS, F-CS","I just suggested that if there's any way to get a list of mentors, let's say, maybe in a different category of institutions."
13,21,Brittany Ciullo,8/17/2023 22:41,"B-OS, B-KOP","Like I'm at an R2 institution. So we're...and I’d done my PhD in an R1, and I found that just that little change in category makes a huge difference in what's available to us, as far as knowledge and process and procedures"
13,23,Danika Pfeiffer,9/22/2023 21:36,"F-OS, F-CS","So having, maybe somebody who is in our particular institutional category to help step us through maybe some unique procedures and processes that are preventing us from being more involved."
13,32,Brittany Ciullo,8/17/2023 22:45,"F-OS, F-CR","I'm, thinking in terms of resources for those of us whose institutions are less familiar with open science, it may be helpful just to have a a list or some sort of reference, to be able to give to our institutions, or give to our library, saying why this is important. You know, what are the benefits, and what are the barriers, so that you know, it's not just each of us fighting the fight individually."
