Page,Line,Author,Date & Time,Comment,Reference Text
11,30,Austin Thompson,9/19/2023 17:40,PE-SA,But otherwise I used to do PsyArXiv was the one that we did.
11,35,Austin Thompson,9/19/2023 17:40,"F-OA, F-SE",I'll just bring in from our last question data that shows it's worth it would be a facilitator.
11,40,Austin Thompson,9/19/2023 17:43,"WTL-OA, B-OA, B-PC, B-NE","And I think, to X's point previously about this, like stigma kind of with some of the journals anyways. And I'm not even totally sure if that's true or not right? So like education about actually, you know what it means. And if it's a bad thing, right? Then how do committees look at like tenure committees look at that? Things like that."
12,4,Austin Thompson,9/19/2023 17:44,"B-OD, B-FR, B-LOO"," I think that it was X who said this before about like having to clean up your data, your<P>protocol or code, or whatever it is that you have created for yourself. Yeah, lots of internal notes that makes sense to me, but would look really ridiculous if I put them out for everyone to see. So just knowing, like a a kind of general good format for these things."
12,10,Austin Thompson,9/19/2023 17:45,"B-OD, B-IRB","Ours has been the IRB just changing what it interprets as shareable versus not like having we didn't used to have to get explicit yes’s to X's point earlier of sharing Xyz. Now it's explicit yes, which is what it should be. But they've just changed, you know, having to require that."
12,13,Austin Thompson,9/19/2023 17:45,"B-OD, B-T, B-CX","And then, if you're like, I collaborate with tons of universities. So then you have to set up a data sharing agreement which goes through legal, which takes three months to do and so you've just got some locality attached to it, too, and it slows everything down, and or you just don't pursue it."
12,19,Austin Thompson,9/19/2023 17:46,"B-IRB, B-ID","The moving target nature of the IRB also plays a role and and in the specifically with with what level of data you want to share. So we haven't run into any issues sharing like derived acoustic measures, and data of that form. But I'd love to be able to share speech samples actual, you know, audio recordings? And in some institutions, one of my previous institutions that that itself is considered personally identifiable data, just the audio recordings of speech."
12,24,Austin Thompson,9/19/2023 17:46,B-OD,"The moving target nature of the IRB also plays a role and and in the specifically with with what level of data you want to share. So we haven't run into any issues sharing like derived acoustic measures, and data of that form. But I'd love to be able to share speech samples actual, you know, audio recordings? And in some institutions, one of my previous institutions that that itself is considered personally identifiable data, just the audio recordings of speech. And that's not the case everywhere but even at institutions where it's not the case, I think making sure to incorporate that and make it really transparent to participants for example, that that's one of the goals is is just...There's just a lot of issues wrapped up in how to do that ethically from both an open science practice and working with with individuals who you're asking to participate in these ways."
12,24,Austin Thompson,9/19/2023 17:47,P-OD,"And that's not the case everywhere but even at institutions where it's not the case, I think making sure to incorporate that and make it really transparent to participants for example, that that's one of the goals is is just...There's just a lot of issues wrapped up in how to do that ethically from both an open science practice and working with with individuals who you're asking to participate in these ways."
12,33,Austin Thompson,9/19/2023 17:50,"F-OD, F-PW, PE-OD","The main imaging group that I work with at [university] is really big, and I think they have the power to...I wouldn't say like overcome the IRB, but I think they have the power to request more lenient rules from them, then the rest of us do. And so then we're all able to kind of slide it under that, using their platform which is nice, especially for MRIs. De-identified MRIs."
12,37,Austin Thompson,9/19/2023 17:51,"F-OD, F-P","I think it would be really helpful to have some examples of IRB language that's worked for other people. I know. I mean, obviously, they're all different. But you know, just some ideas of things that can get you started."
12,40,Austin Thompson,9/19/2023 17:52,PE-OD,"Yeah, I I agree with that completely. Right now, we have the IRB approving for putting things open if we have consent from the participant for a neurotypical group of young adults."
12,45,Austin Thompson,9/19/2023 17:53,"B-OD, B-IRD, P-OD, B-SD","I don't know, like we had trouble even getting our IRBs through for people with aphasia, because who can consent if you have a language disorder, and so then the like if I had that much trouble, just getting a basic behavioral study through, will I also never get an IRB be approved for people with aphasia to consent to have their data open. So that this is yeah been the main problem, and especially for speech production stuff like"
13,2,Austin Thompson,9/19/2023 17:54,"F-OD, F-DID, PE-OD","...numbers like a my eye tracking study where we have on OSF, it's just numbers. There's nothing identifiable. There was no question that we could put that up there. But with MRI or production, or EEG, or like anything that could, I mean, EEG not. But yeah."
13,7,Austin Thompson,9/19/2023 17:55,"B-OD, B-IRB, B-F","The good point too I guess, this goes back to barriers. But having had the experiences we've had with IRB and data sharing, it does feel very daunting to to try to get something like this through when you've had such hard and challenges with it in the past. Right? so I don't know. Sorry. That's not really. There's no facilitator in there, but I think it's a good point."
13,10,Austin Thompson,9/19/2023 17:57,"F-OS, F-CS","I think, having people who are more senior in CSD support junior people's effort to practice open science would be helpful."
13,12,Austin Thompson,9/19/2023 17:57,"B-D, B-OS","Like, I'm in a department where literally everyone has been here for over 20 years, and none of them are doing open science because they don't. They don't need it. They they don't perceive that it's important."
13,14,Danika Pfeiffer,10/6/2023 19:31,"B-OS, B-R","And so it feels like, even if I were to like intrinsically be motivated to do it, there would be barriers, because I don't have the support of the senior people around me."
13,15,Danika Pfeiffer,10/6/2023 19:31,"F-OS, F-CS","also just having someone to look at as an example. You know, to say, this is what they did. I think would be really helpful."
13,23,Austin Thompson,9/19/2023 18:00,"B-OS, B-NE","Yeah, this is fresh in my mind, because I'm like deep in doing this right now, but like the tenure process doesn't care, they literally don't care. And so there's no incentive there whatsoever like never have I been asked about it, Like I make a specific section about it that I've been told to cut by multiple people which I'm not going to do. But it's not incentivized terribly well. And I think many of us, you know, it's like we're not. That's not the end goal is to know, you know, do this to receive tenure. But it's it's very not helping. When you're, you know, trying to choose what to spend your time on."
13,23,Austin Thompson,9/19/2023 18:01,B-T,"That's not the end goal is to know, you know, do this to receive tenure. But it's it's very not helping. When you're, you know, trying to choose what to spend your time on."
13,30,Austin Thompson,9/19/2023 18:02,"F-OS, F-E","Yeah, I will say, though, my, my college just changed our tenure guidelines, and we do have a a new part in there that talks about, you know. Please mention if you were practicing open science because we think you know, as a college, we would like to move towards open science practices. So maybe some systemic level change there from the powers that be, who, you know, dictate the tenure process would be helpful in supporting people who want to spend their time doing that to demonstrate that it's worth it."
13,40,Austin Thompson,9/19/2023 18:05,"IOS-RPG, IOS-A","We have a very large research practice gap in our fields. And I think I'm under the impression, at least for my students, that they don't know that they can access AJSLP or JSLHR with their as a membership. They think they still have to like pay for individual articles. So removing that step for clinicians would be very important, I would think in improving that gap."
13,44,Austin Thompson,9/19/2023 18:05,IOS-A,"That's a really good point. I had an undergrad student who found an article by another faculty member in our department that she paid $40 to read, not realizing that she had other options so like having things open, having it clear that these things can be accessed."
13,46,Austin Thompson,9/19/2023 18:05,IOS-RPG,"Having protocols available that can be implemented in clinical practice. All of these things would. I mean, presumably, lead to more research and more direct translation from the Academy to the clinic."
14,5,Austin Thompson,9/19/2023 18:07,IOS-RB,"Yeah. And ideally less bias, too. Right? It's not just research coming from these huge well-funded labs, all of which tend to, I mean in the past, in CSD been funded by white males who've been in the in the field for a very long time. So I think it would be nice to just reduce the bias related to that and actually make the evidence wide reaching."
14,13,Austin Thompson,9/19/2023 18:08,"IOS-LS, CI-A","I think there's a lot of benefit to making raw data openly accessible in our field to back to X’s point earlier, about a lot of us have small n's and more access we have to larger data sets, we can, you know, we can ask bigger questions and make broader generalizations. And be more targeted in our research questions. And I think that's a hugely important direction for our field to take. But it. It requires our ability to access other other data sets in order to leverage that power."
14,18,Austin Thompson,9/19/2023 18:10,"IOS-RPG, IOS-LS","Yeah. And I think that would facilitate the research to practice pipeline as well, because so many of our small n studies we’re like, yeah, but this is limited to this, you know, tiny subset of the population where, as if you could pull from from multiple data sets, it would be easier to generalize your findings to clinic."
14,25,Austin Thompson,9/19/2023 18:11,"CI-SR, CI-A","I think it would actually help recruitment. I think the more that your research seems applicable and interesting to clinicians, the more likely they are to refer to you. And if we have these kind of esoteric article titles with articles that the clinician can't access, they're not going to be very inspired to send their participants to you."
14,30,Austin Thompson,9/19/2023 18:12,"CI-FC, CI-MR","I've had a ton more collaboration since starting open science, because people see exactly who I work with. What the codes that we use are what people are interested in. And it's just organically made more collaborations happen for us. So that's something I've been really excited about."
14,35,Austin Thompson,9/19/2023 18:12,"CI-MC, CI-LA","I think, too even if the collaboration doesn't follow having more access, having more people able to access my work and having it be easily accessible has meant that my open access papers are cited more frequently than my not open access papers. Anecdotally. I haven't actually crunched those numbers, but it seems that way."
14,41,Austin Thompson,9/19/2023 18:14,IOS-RA,"It seems like adding these extra steps of making what you do available to other people could improve the rigor of your own work. I mean it. It would make me think more about what I'm doing before I post this for people to see which I think is a good thing. Maybe makes us a little bit more accountable. I mean to ourselves even just right? By having, knowing that people are going to look at this."
